Kai-Complete-1,Rowe,,R,How are you feeling now?,
,Kai,Sprites/Kai_7,,I think I might start competing again.,
,Rowe,,R,"That’s great, Kai!",
,Kai,Sprites/Kai_7,,I hope they’ll let me back or I might have to find a new gym.,
,Rowe,,R,"No matter what happens, I know you’ll do great.",
,Kai,Sprites/Kai_7,,...,
,Kai,Sprites/Kai_8,,It feels good to look forward to something again.,
Rowe-Darci-Convo-1,Rowe,,R,...,HAS_CONTROL 
,Darci,Sprites/Darci_1,L,...,
,Rowe,,R,Uh.,
,Rowe,,R,How... how are you holding up?,
,Darci,Sprites/Darci_1,L,"I'm fine! See, I'm drawing!",
,,,,She shows you the painting she's working on.,
,,,,"There's a hand, breaking through the warm earthy soil.",
,,,,"It clings to a rose, stem bent by the weight of the grip.",
,Rowe,,R,Uh.,
,Darci,Sprites/Darci_1,L,Do you like it? I tried a new blending method! I think it really accentuates the diffuse pattern of human skin!,
,Rowe,,R,Does - does it mean something?,
,Rowe,,R,It looks like it means something.,
,Darci,Sprites/Darci_3,L,What?,
,Darci,Sprites/Darci_2,L,"No, not at all!",
,Darci,Sprites/Darci_2,L,It - it's an artist study!,
,Rowe,,R,"Darci, seriously. If nothing was wrong, you wouldn't have-",
,Darci,Sprites/Darci_3,L,I wouldn't have what?,
,Darci,Sprites/Darci_3,L,I wouldn't have left?,
,Darci,Sprites/Darci_1,L,I stopped hanging out at your place cause I wanted to focus on my work.,
,Darci,Sprites/Darci_1,L,No other reason.,
,Rowe,,R,...,
,Darci,Sprites/Darci_1,L,...,
,Rowe,,R,I -,
,Darci,Sprites/Darci_5,L,You know what? I don't like your attitude. Your negative mood is clouding my workspace.,
,Rowe,,R,"Can we talk to each other? Like, for real? Real talk?",
,Darci,Sprites/Darci_2,L,"I keep telling you, I'm fine!",
,Darci,Sprites/Darci_3,L,"Is this about my art? You don't like my art, do you?",
,Darci,Sprites/Darci_3,L,What's wrong with my art?,
,,,,You feel a pressure cloud the air.,
,,,,Your psyche steels itself!,
Rowe-Darci-Win-1,Darci,Sprites/Darci_6,,I...!,
,Darci,Sprites/Darci_6,,I...,
,Darci,Sprites/Darci_5,,I........,
,Darci,Sprites/Darci_4,,I...........................,
,Darci,Sprites/Darci_4,,You're right.,
,Darci,Sprites/Darci_4,,"I've been... running from myself. Pretending everything's okay, like it's all one big game.",
,Darci,Sprites/Darci_2,,"Like if I plaster a big enough grin on my face, I'll somehow convince myself I'm still...",
,Darci,Sprites/Darci_4,,Still... happy.,
,Darci,Sprites/Darci_4,,"I'm sorry, Rowe. I should have been the bigger woman and been real with you from the get-go.",
,Darci,Sprites/Darci_4,,I'm mad messed up over what happened. I can't lie about that anymore.,
,Darci,Sprites/Darci_4,,"And... and it feels good to say it out loud, at last.",
,Darci,Sprites/Darci_4,,I'm sick of pretending everything is fine. I gotta rip the band-aid off and confront it.,
,Darci,Sprites/Darci_2,,...,
,Rowe,,R,"Thanks for listening to me, Darci.",
,Darci,Sprites/Darci_1,,Are you kidding me? Thanks for talking to me! I felt like I was suffocating without someone to talk some sense into me!,
,Darci,Sprites/Darci_1,,Speaking of talking sense...,
,Darci,Sprites/Darci_1,,I haven't talked to Quinn in a real long time.,
,Rowe,,R,Me neither.,
,Darci,Sprites/Darci_1,,"I mean, I can hear him. Thin walls. He's been at it for... a while now.",
,Darci,Sprites/Darci_1,,It's hard to tell anymore.,
,Rowe,,R,"I get that. Listen, you're free to come over to my place any time. Bring your art stuff too.",
,Rowe,,R,I know you like the lighting from my window.,
,Darci,Sprites/Darci_1,,"You know, that's a lie too.",
,Darci,Sprites/Darci_1,,I just like spending time around other people.,
,Darci,Sprites/Darci_1,,"Agh, my social interaction muscle's probably all atrophied... Sorry in advance if I, like, mess up.",
,Rowe,,R,"Ha. Yeah, I get it. You're forgiven in advance.",
,Rowe,,R,I'm gonna go home and rest up. I'm... emotionally exhausted.,DARCI HAS_CONTROL
Rowe-Darci-Lose-1,Darci,Sprites/Darci_5,L,I’m fine! Why can’t you see that? I would ask for help if I needed it.,
,Rowe,,R,...I...,
,Rowe,,R,I guess you're right.,
,Darci,Sprites/Darci_4,L,"It was really nice to see you, but I need to get back to work. I think you   should go.",
,Rowe,,R,You need to show me that when it’s done.,
,Darci,Sprites/Darci_4,L,...We'll see.,
,Rowe,,R,"...See you around, Darci.",
,Darci,Sprites/Darci_4,L,"Goodbye, Rowe.",GAME_OVER HAS_CONTROL
Darci-Good-1,Rowe,,R,"Nothing, nothing! How are you? How have you been?",
Darci-Middle-1,Rowe,,R,Nothing is wrong. I just want to know if you’re okay?,
Darci-Bad-1,Rowe,,R,"I think you’re in denial.
",
Darci-Fail-1,Darci,Sprites/Darci_5,,You sound like you just don't like it!,
Darci-Good-2,Rowe,,R,"You’ve created so much more since the last time I saw you. But they all seem ... very similar.
",
Darci-Middle-2,Rowe,,R, But it’s all the same.,
Darci-Bad-2,Rowe,,R,"Productive, yes. But look at what you’ve made: It’s all the same bleak designs...",
Darci-Fail-2,Darci,Sprites/Darci_5,,"You're not be very supportive, y'know!",
Darci-Good-3,Rowe,,R,"Darci, you’re hurting. Let me help you.",
Darci-Middle-3,Rowe,,R,All I see is a cry for help.,
Darci-Bad-3,Rowe,,R,Just admit that you need help. You’re not okay.,
Darci-Fail-3,Darci,Sprites/Darci_5,,You're not listening to me.,
Darci-Good-4,Rowe,,R,"So what will happen when you run out of creativity? When it won’t be enough?
",
Darci-Middle-4,Rowe,,R,Sometimes that’s not enough.,
Darci-Bad-4,Rowe,,R,You’re in denial. You can’t treat your art like a therapist.,
Darci-Fail-4,Darci,Sprites/Darci_5,,You sound like you don't respect my hobby at all!,
Darci-Good-5,Rowe,,R,It’s okay to not be okay.,
Darci-Middle-5,Rowe,,R,Asking for help is the first step.,
Darci-Bad-5,Rowe,,R,You just need to admit you need help.,
Darci-Fail-5,Darci,Sprites/Darci_5,,Why do you think you get to tell me what to do?,
Darci-Good-6,Rowe,,R,"It’s okay to feel that way.
",
Darci-Middle-6,Rowe,,R,I need you as you are.,
Darci-Bad-6,Rowe,,R,We’re all a little broken. It’s not wrong to admit that.,
Darci-Fail-6,Darci,Sprites/Darci_5,,I... don't know about that.,
Darci-Good-7,Rowe,,R,I’m here for you now.,
Rowe-Quinn-Convo-1,Rowe,,R,...Hey.,HAS_CONTROL IN_CONVERATION
,,,,"The man is curled up in the corner, sobbing.",
,,,,He's surrounded by crumpled up pieces of sheet music.,
,,,,"His piano sits desolate in the corner, skid marks still visible on the hardwood in front of it.",
,,,,It's dusty. When was the last time he even touched it?,
,Rowe,,R,Quinn...,
,Quinn,Sprites/Quinn_2,L,What? What do you want?,
,Rowe,,R,"I just… dude, are you okay?",
,,,,He stops crying and looks at you incredulously.,
,Quinn,Sprites/Quinn_1,,Excuse me?,
,Quinn,Sprites/Quinn_1,,Do I look okay?,
,Rowe,,R,"No, I mean-",
,Rowe,,R,Do… do you wanna talk?,
,Quinn,Sprites/Quinn_2,,What is there left to talk about?,
,,,,His eyes well up again.,
,Quinn,Sprites/Quinn_3,,Everything’s ruined.,
,Quinn,Sprites/Quinn_3,,"Everything’s ruined, forever, and it’ll never get fixed.",
,Quinn,Sprites/Quinn_3,,I’m so… ruined.,
,Quinn,Sprites/Quinn_3,,"And I’ll never get better, will I?",
,Rowe,,R,I-,
,Quinn,Sprites/Quinn_2,,Don’t bother. Nothing you say will make me feel anything but this - this all-encompassing *grey.*,
,Rowe,,R,"I just want to talk, man.",
,Quinn,Sprites/Quinn2,,"Talk, then!",
,Quinn,Sprites/Quinn_3,,It doesn’t matter anyway.,
,,,,You feel a pressure cloud the air.,
,,,,Your psyche steels itself!,
Rowe-Quinn-Win-1,Quinn,Sprites/Quinn_3,,I just- I just miss them so much.,
,Rowe,,R,I know.,
,,,,You kneel down and put a hand on his arm.,
,Rowe,,R,I - I know.,
,,,,You feel yourself tear up as well.,
,Quinn,Sprites/Quinn_3,,"It hurts, Rowe.",
,Quinn,Sprites/Quinn_3,,I don’t think it’ll ever stop hurting.,
,Quinn,Sprites/Quinn_6,,But I think -,
,Quinn,Sprites/Quinn_6,,I think that’s okay.,
,Quinn,Sprites/Quinn_6,,I think that’s how life works.,
,Quinn,Sprites/Quinn_6,,That’s no excuse to just sit here and rot.,
,Quinn,Sprites/Quinn_2,,"It hurts so much, but I have to work through it.",
,Quinn,Sprites/Quinn_2,,"I’m so scared, Rowe. I’m scared to go out and see things that remind me.",
,Rowe,,R,I know.,
,Quinn,Sprites/Quinn_6,,But I have to.,
,Quinn,Sprites/Quinn_6,,I can’t spend the rest of my life in here.,
,Quinn,Sprites/Quinn_6,,"At some point, I have to go outside and -",
,Quinn,Sprites/Quinn_6,,And heal.,
,,,,Your eyes dry up a little.,
,Rowe,,R,"Quinn, you’re… you’re really, really important to me.",
,Quinn,Sprites/Quinn_1,,I’m glad you’re feeling a little better.,
,Quinn,Sprites/Quinn_1,,I’m not.,
,Quinn,Sprites/Quinn_1,,I just feel a bit more determined.,
,Quinn,Sprites/Quinn_1,,To make things right.,
,Quinn,Sprites/Quinn_1,,To make things… better.,
,Rowe,,R,"That’s something, isn’t it?",
,Rowe,,R,"It counts, right?",
,Quinn,Sprites/Quinn_6,,"It counts, I think.",
,Quinn,Sprites/Quinn_1,,…,
,Quinn,Sprites/Quinn_1,,... Do you mind if I move my upright back into your room?,
,Quinn,Sprites/Quinn_1,,This room’s way too dusty. I’m afraid it might gunk up its internals.,
,Rowe,,R,Feel free.,
,Quinn,Sprites/Quinn_1,,"...Is Kai okay? I, uh… I haven’t heard from them in a while.",
,Rowe,,R,I’m going to talk to them later. This was… a lot.,
,Quinn,Sprites/Quinn_1,,I’m glad you put in the effort to help.,
,Rowe,,R,It was worth every ounce.,QUINN HAS_CONTROL
Rowe-Quinn-Lose-1,Quinn,Sprites/Quinn_4,,Please… just go.,
,Rowe,,R,"Quinn, I-",
,Quinn,Sprites/Quinn_4,,"Rowe, it hurts too much. I can’t talk about this.",
,Rowe,,R,Please-,
,Quinn,Sprites/Quinn_5,,"I can’t, okay?",
,,,,"Quinn’s voice lowers, trembling. Tears stream anew from his eyes.",
,Quinn,Sprites/Quinn_4,,I just can’t.,
,Quinn,Sprites/Quinn_4,,Just… just go. Please. For your own good.,
,Rowe,,R,...okay.,
,Rowe,,R,"I’m sorry, Quinn.",
,,,,"Quinn doesn’t respond, burying his face in his knees.",GAME_OVER HAS_CONTROL
Quinn-Good-1,Rowe,,R,"Things change. If nothing gets better, then why am I here, trying to help?",
Quinn-Middle-1,Rowe,,R,It won’t get better if you don’t make it better yourself.,
Quinn-Bad-1,Rowe,,R,Give yourself some time. It might get better.,
Quinn-Fail-1,Quinn,Sprites/Quinn_2,,You don't sound too sure...,
Quinn-Good-2,Rowe,,R,Not everything is ruined. You’re still here.,
Quinn-Middle-2,Rowe,,R,Nothing is unsalvagable.,
Quinn-Bad-2,Rowe,,R,Nothing’s ruined. Everything is fine!,
Quinn-Fail-2,,Sprites/Quinn_2,,I disagree...,
Quinn-Good-3,Rowe,,R," But you’re not alone, it’s okay to ask for help.",
Quinn-Middle-3,Rowe,,R,"You can most definitely help fix it, Quinn.",
Quinn-Bad-3,Rowe,,R,"Even if it is, you can make something different.",
Quinn-Fail-3,,Sprites/Quinn_3,,I feel like I'm beyond help...,
Quinn-Good-4,Rowe,,R,"Everyone you know, and everyone I know. We’ll make it right.",
Quinn-Middle-4,Rowe,,R,Darci and I can help.,
Quinn-Bad-4,Rowe,,R,You don’t need anyone else. You can stand on your own.,
Quinn-Fail-4,,Sprites/Quinn_3,,I can't imagine the others would come back after everything,
Quinn-Good-5,Rowe,,R,"We can make it right, in a different way.",
Quinn-Middle-5,Rowe,,R,"I know I can’t, but, together, we can learn to be okay with it being a little wrong.",
Quinn-Bad-5,Rowe,,R,It doesn’t matter. Right is subjective.,
Quinn-Fail-5,,Sprites/Quinn_4,,But... everything feels so wrong...,
Quinn-Good-6,Rowe,,R,It hurts for me too. I feel your pain.,
Quinn-Middle-6,Rowe,,R,It’s in the past.,
Quinn-Bad-6,Rowe,,R,"You have to look forward, not back.",
Quinn-Fail-6,,Sprites/Quinn_4,,I don't think things will ever be the same again...,
Quinn-Good-7,Rowe,,R,I know.,
Rowe-Kai-Convo-1,Kai,Sprites/Kai_1,,You should learn to knock.,HAS_CONTROL
,Rowe,,R,"Sorry, but I had the feeling you wouldn’t answer.",
,Kai,Sprites/Kai_1,,For a good reason.,
,Rowe,,R,"I know you have your reasons, but we need to talk.",
,Rowe,,R,It’s been long enough.,
,Kai,Sprites/Kai_6,,"""Reasons????""",
,Kai,Sprites/Kai_6,,Remember the last thing you said to me? Because I do.,
,Kai,Sprites/Kai_2,,“How did you expect anyone to stick around when you act like this?”,
,Kai,Sprites/Kai_2,,"And hell, If I wanted to talk about my feelings, I’d write you a nice, flowery    letter.",
,Rowe,,R,I know we didn’t leave off well—,
Rowe-Kai-Win-1,,,,Kai collapses to their knees.,
,Kai,Sprites/Kai_5,,"I’m so fucking scared, Rowe.",
,Kai,Sprites/Kai_5,,I can’t - I can’t deal with that.,
,Kai,Sprites/Kai_5,,I can’t go through that undamaged.,
,Kai,Sprites/Kai_5,,"It feels like I’ve been shot, and now a part of me is gone.",
,Kai,Sprites/Kai_5,,"Like a doctor amputated a limb I took for granted, and now I’m just limping through life.",
,Kai,Sprites/Kai_5,,It’s agonizing. It hurts worse than any bone I’ve broken.,
,Rowe,,R,It feels like that for me too.,
,Kai,Sprites/Kai_10,,"Does it, Rowe? Does it really?",
,Kai,Sprites/Kai_10,,You’ll never understand how this feels.,
,Kai,Sprites/Kai_9,,"It’s okay, though. I don’t expect you to.",
,Kai,Sprites/Kai_9,,My brain is… different. I process feelings… different.,
,Kai,Sprites/Kai_9,,It will never… ever… hurt this bad for you.,
,Kai,Sprites/Kai_8,,But I can’t blame you.,
,Rowe,,R,You’re right. I can’t say I understand exactly how you feel.,
,Rowe,,R,But I’ll always be here to help you through this.,
,Kai,Sprites/Kai_9,,I…,
,Kai,Sprites/Kai_8,,You don’t know how much that means to me.,
,Kai,Sprites/Kai_9,,I’m so afraid that everyone will just abandon me.,
,Kai,Sprites/Kai_9,,That everyone will eventually leave.,
,Kai,Sprites/Kai_9,,I don’t know if I can ever trust again.,
,Kai,Sprites/Kai_9,,But…,
,Kai,Sprites/Kai_8,,I think I can try trusting again with everyone here.,
,Rowe,,R,"I appreciate it. Really, I do.",
,Kai,Sprites/Kai_7,,…,
,Kai,Sprites/Kai_7,,"I don’t have a shelf here, and I keep stubbing my toes on all these goddamn trophies all over the floor. Do you mind if I just pop ‘em on your shelf again?",
,Rowe,,R,Of course not. Feel free to come over whenever. You have my key.,
,Kai,Sprites/Kai_7,,"Much appreciated. By the way, the other two…",
,Rowe,,R,We made up. I think… I think we’re all going to be okay now.,KAI HAS_CONTROL
Rowe-Kai-Lose-1,,,,"Kai strides over to you, their tall, muscular frame towering imposingly over you.",
,,,,"Despite yourself, you feel your knees tremble.",
,,,,They hiss through their teeth.,
,Kai.,Sprites/Kai_3,,Get. Out.,
,Rowe,,R,But-,
,,,,"They grab you by the shoulders and shove you backwards, out the door. ",
,,,,"You stumble backwards, regaining your balance just as you see the door slam shut.",GAME_OVER HAS_CONTROL
Kai-Good-1,Rowe,,R,I'm sorry. I didn't handle things well.,
Kai-Middle-1,Rowe,,R,It was on both of us.,
Kai-Bad-1,Rowe,,R,Brooding over this isn't healthy.,
Kai-Fail-1,Kai,Sprites/Kai_2,,I don't like your tone,
Kai-Good-2,Rowe,,R,"I was upset, but you’re right. I made a mistake. I just want to make things right.",
Kai-Middle-2,Rowe,,R,I don’t think either of us had the right. We both played our role.,
Kai-Bad-2,Rowe,,R,"I don’t think all of it is on me, but I did mess up.",
Kai-Fail-2,Kai,Sprites/Kai_2,,You don't sound very sincere.,
Kai-Good-3,Rowe,,R,"What I said was wrong, but staying angry forever will just rip you up inside.",
Kai-Middle-3,Rowe,,R,"No, I’m not the only one, but at the time, neither of us wanted to admit we were   wrong.",
Kai-Bad-3,Rowe,,R,You think it’s easy on me? Am I not allowed to make mistakes?,
Kai-Fail-3,Kai,Sprites/Kai_3,,Don't act so high and mighty,
Kai-Good-4,Rowe,,R,"You do care, deep inside. Denying yourself will only make it hurt worse.",
Kai-Middle-4,Rowe,,R,"You might not care, but everyone else does. You owe it to them to help.",
Kai-Bad-4,Rowe,,R,Get over yourself. You need to drop the attitude and stop being selfish.,
Kai-Fail-4,Kai,Sprites/Kai_3,,You sould like you think you're a know-it-all.,
Kai-Good-5,Rowe,,R,"They don’t. They don’t, Kai. I don’t. Please don’t say that.",
Kai-Middle-5,Rowe,,R,"Kai, please, stop talking like that.",
Kai-Bad-5,Rowe,,R,They want you to what?,
Kai-Fail-5,Kai,Sprites/Kai_4,,Mind your buisness.,
Kai-Good-6,Rowe,,R,I know it’s scary. It’s okay to need a guiding hand in confusing times.,
Kai-Middle-6,Rowe,,R,It’s okay to be confused. Anyone in your position would be.,
Kai-Bad-6,Rowe,,R,It’s never going to go back. Accept that and move on.,
Kai-Fail-6,Kai,Sprites/Kai_4,,You don't sound very convinced of that.,
Kai-Good-7,Rowe,,R,We’ll help you through this.,
Rowe-Jesse-Convo-1,Rowe,,R,"Not great weather to be out, is it?",
,Jesse,Sprites/Jesse_1,,When is it ever lately?,
,Jesse,Sprites/Jesse_1,,Just doesn’t stop raining.,
,Rowe,,R,I guess so.,
,Jesse,Sprites/Jesse_1,,I’ve gotten a little numb to it.,
,Rowe,,R,"Sit out here too long, though, and you’ll wind up catching a cold.",
,Rowe,,R,Maybe you should come back inside—,
,Jesse,Sprites/Jesse_1,,"I’m tired, Rowe.",
,Rowe,,R,I don’t think sitting out here will help with that.,
,Jesse,Sprites/Jesse_1,,…,
,Rowe,,R,Do you... wanna talk about it?,
,Jesse,Sprites/Jesse_2,,…,
,Rowe,,R,"Come on. Talk to me, Jesse.",
Jesse-Good-1,Rowe,,R,Of course I would. I can help.,
,Rowe,,R,Maybe you would.,
Jesse-Middle-1,Rowe,,R,Thinking out loud can be a good way to work through things.,
,Rowe,,R,"For some things, maybe.",
Jesse-Bad-1,Rowe,,R,Keeping it bottled up usually doesn’t help.,
,Rowe,,R,Sometimes.,
Jesse-Followup-1,Jesse,Sprites/Jesse_1,,But some things go too deep for that.,
Jesse-Good-2,Rowe,,R,"Sometimes, bad things happen, and it’s not really anyone’s fault. Especially not yours.",
,Rowe,,R,"Some things, sure. But you can’t avoid the blame for everything in your life.",
Jesse-Middle-2,Rowe,,R,I don’t know if that’s really worth dwelling on.,
,Rowe,,R,Would be nice if it were easy as just letting it go.,
Jesse-Bad-2,Rowe,,R,"We all make mistakes, but we have to keep pushing through.",
,Rowe,,R,Some mistakes can’t just be shrugged off.,
Jesse-Followup-2,Jesse,Sprites/Jesse_1,,My mother would’ve turned 51 today.,
,Jesse,Sprites/Jesse_1,,Maybe if I hadn’t left her.,
,Jesse,Sprites/Jesse_1,,Maybe if I hadn’t made her turn to the bottle.,
,Jesse,Sprites/Jesse_2,,Maybe if I had sucked it up and pushed through.,
,Jesse,Sprites/Jesse_2,,All the times she told me I was a shitty kid…,
,Jesse,Sprites/Jesse_2,,All the times she blamed me for having to give up her career to take care of me…,
,Jesse,Sprites/Jesse_2,,All the times she blamed me for my father leaving...,
,Jesse,Sprites/Jesse_2,,"In hindsight, maybe she was right for treating me like she did.",
Jesse-Bad-3,Rowe,,R,Jesse...,
,Rowe,,R,...,
Jesse-AlsoBad-3,Rowe,,R,I didn’t know...,
,Rowe,,R,...,
Jesse-AlsoAlsoBad-3,Rowe,,R,I’m sorry…,
,Rowe,,R,...,
Rowe-Jesse-Convo-2,Jesse,Sprites/Jesse_2,,I need a little time alone.,
,Jesse,Sprites/Jesse_1,,I’m going to go out for a walk.,
,Jesse,Sprites/Jesse_1,,Don’t worry about me.,
,Jesse,Sprites/Jesse_1,,See you later.,
,Jesse,Sprites/Jesse_3,,And Rowe?,
,Jesse,Sprites/Jesse_3,,You’ve got a good heart.,END_STRETCH
Final-Battle-Convo-1,Darci,Sprites/Darci_1,,It’s been so long since we’ve all been in the same place.,HAS_CONTROL
,Kai,Sprites/Kai_1,,Yeah. Six whole months. Feel like I’ve gotten a dozen more gray hairs since then.,
,Quinn,Sprites/Quinn_1,,Has it been that long already?,
,Kai,Sprites/Kai_7,,"Y’know, it feels pretty good to have everyone together like this again, if I don’t say so myself.",
,Darci,Sprites/Darci_1,,"Must’ve been bored out of your mind without us, Rowe!",
,Rowe,,R,...,
,,,,You look somberly at the photo in your hand.,
,Quinn,Sprites/Quinn_1,,Rowe?...,
,,,,...,
,Rowe,Sprites/Rowe_1,R,...Glad you guys are okay now. Makes me relieved.,
,Rowe,Sprites/Rowe_1,R,I think I need to get some fresh air.,
Final-Battle-Convo-2,Rowe,Sprites/Rowe_3,R,I’m going to go out for a walk.,
,,,,You set the photograph back in its place.,
,Darci,Sprites/Darci_3,,"But Rowe, we just all got here!",
,Quinn,Sprites/Quinn_1,,Are you okay?,
,Kai,Sprites/Kai_9,,"There’s something bugging you, isn’t there?",
,Rowe,Sprites/Rowe_3,R,Nothing worth talking about.,
,Rowe,Sprites/Rowe_3,R,I just need a moment alone. That’s all.,
,,,,Your friends stand up a little straighter.,
,Darci,Sprites/Darci_2,,"You said you were here for me, now I’m here for you.",
,Quinn,Sprites/Quinn_6,,"You understood my pain, let me understand yours.",
,Kai,Sprites/Kai_8,,"You saw through my facade, you don’t think I can’t see through yours?",
,Rowe,Sprites/Rowe_3,R,"I appreciate the sentiment, but my problems are my own.",
,Rowe,Sprites/Rowe_3,R,I’m going. Don’t worry about me.,
,,,,Suddenly...,
,,,,Memories of the five of you flash under your eyelids.,
,,,,The good times you had in this rainy city.,
,,,,The time you all tried to bake a cake...,
,,,,The time Kai protected you from a swarm of geese...,
,,,,The time Quinn played a public piano and got over a hundred dollars in tips...,
,,,,The time you and Darci watched the Bob Ross memorial stream and cried...,
,,,,The time Jesse showed you how to tie a knot in a cherry stem with your tongue...,
,,,,The memories come flooding back.,
,,,,You feel something stir around you.,
,,,,"A great pressure, building slowly, clouding the air.",
,,,,You feel three psyches steel themselves!,
Final-Good-1,Quinn,,,"We care as much about you as you do about us… Without you, we’d still be suffering in silence.",
,Rowe,,R,"Well, there are some things in life that you and you alone have to live with.",
Final-Middle-1,Darci,,,"Come on, Rowe. You helped us, now let us help you!",
,Rowe,,R,Some things can’t be helped.,
Final-Bad-1,Kai,,,Bottling stuff up doesn’t help any.,
,Rowe,,R,Outlets are earned. Not everyone deserves one.,
Final-Fail-1,Rowe,Sprites/Rowe_1,R,It's better you don't get involved.,
Final-Followup-1,Rowe,,R,"Look, you guys don’t know the whole story.",
Final-Good-2,Kai,,,You think anything is enough to make us turn our backs on you? You feel like home.,
,Rowe,,R,"No, you don’t understand.",
Final-Middle-2,Quinn,,,You told me earlier that I was important to you. You’re too important to all of us to ever lose.,
,Rowe,,R,You need to understand that you don’t need me.,
Final-Bad-2,Darci,,,"No matter what your mistake was, we still love you!",
,Rowe,,R,Mine’s a mistake no one should forgive.,
Final-Fail-2,Rowe,Sprites/Rowe_1,R,I doubt it.,
Final-Followup-2,Rowe,,R,None of you could have known.,
,,,,But I could have.,
,,,,,
Final-Good-3,Darci,,,"You always try your hardest to help everyone, Rowe. It isn’t your fault!",
,Rowe,,R,"My hardest? If I tried my hardest, none of this would have ever happened.",
Final-Middle-3,Kai,,,We all would have done something if we’d really known. It’s not just you. ,
