Jesse-Followup-2,Jesse-Good-2,Jesse-Middle-2,Jesse-Bad-2,,
-1,-1,-1,-1,,
Jesse-Argument-3,Jesse,Sprites/Jesse_2,L,Maybe it was my fault. ,
,Oh...,I...,...,,
NULL,Jesse-Bad-3,Jesse-AlsoBad-3,Jesse-AlsoAlsoBad-3,,
-1,-1,-1,-1,,
Final-Argument-1,Rowe,Sprites/Rowe-1,L,My problems are mine alone.,
,(Quinn) That's just not true.,(Darci) Don't keep us in the dark.,(Kai) Don't keep it to yourself.,,
Final-Fail-1,Final-Good-1,Final-Middle-1,Final-Bad-1,,
-1,2,2,-1,,
Final-Argument-2,Rowe,Sprites/Rowe-1,L,"If you did, none of you would look at me the same way.",
,(Kai) You look think we would leave you?,(Quinn) We can't lose you.,(Darci) We'll never change the way we look at you,,
Final-Fail-2,Final-Good-2,Final-Middle-2,Final-Bad-2,,
-1,2,2,-1,,
Final-Argument-3,Rowe,Sprites/Rowe-3,L,I should have.,
,(Darci) You can't keep blaming yourself.,(Kai) We all should have.,(Quinn) Sometimes things are out of our control.,,
Final-Fail-3,Final-Good-3,Final-Middle-3,Final-Bad-3,,
-1,2,2,-1,,
Final-Argument-4,Rowe,Sprites/Rowe-3,L,"She would be alive if I had told someone, if I’d stopped her...
",
,(Quinn) She didn't give you a chance.,(Darci) Life isn't all black and white.,(Kai) It's not your fault.,,
Final-Fail-4,Final-Good-4,Final-Middle-4,Final-Bad-4,,
-1,2,2,-1,,
Final-Argument-5,Rowe,Sprites/Rowe-3,L, I deserve to live with what I did until the day I die.,
,(Quinn) You can't keep beating yourself up.,(Darci) There is still so much more to see.,(Kai) You know how stubborn she could be.,,
Final-Fail-5,Final-Good-5,Final-Middle-5,Final-Bad-5,,
-1,2,2,-1,,
Final-Argument-6,Rowe,Sprites/Rowe-3,L,How can none of you see the blood on my hands?,
,(Darci) What blood?,(Quinn) We couldn't do any better.,(Kai) It didn't matter!,,
Final-Fail-6,Final-Good-6,Final-Middle-6,Final-Bad-6,,
-1,2,2,-1,,
